183;xml-id;auswahl;sender-1;sender-2;recipient-1;recipient-2;sender-placeName;recipient-placeName;date-cert;date-when;date-from;date-to;date-notBefore;date-notAfter;incipit;Handschrift- oder Abschriftennachweis;Umfang;Drucknachweis
n;;UN;Ferdinand Gregorovius;;Jean Bourdeau;;München;Paris;high;1882-02-21;;;;;;H: BSB München, Autogr., Gregorovius, Ferdinand, 26, 2;1 Dbl., 12°, 3 ¾ S.;
;;UN;Ferdinand Gregorovius;;Franz Rühl;;München;Königsberg;high;1882-02-21;;;;;;H: Universitäts- und Landesbibliothek Bonn, NL Franz Rühl, S 2606, 55;1 Dbl., 8°, 3 ¾ S.;Johannes Hönig: Ferdinand Gregorovius der Geschichtschreiber der Stadt Rom. Stuttgart, Berlin 1921. S. 467–468
;;UN;F. A. Brockhaus Verlag;Eduard Brockhaus;Ferdinand Gregorovius;;Leipzig;München;high;1882-02-22;;;;;;H: BSB München, NL Gregorovius, Gregoroviusiana 21, Brockhaus, 9;1 Dbl., 8°, 1 ¾ S. (von Schreiberhand m. eigh. Unterschrift u. Nachschrift);
n;;UN;Ferdinand Gregorovius;;Wolfgang Erhardt;;München;Rom;high;1882-02-23;;;;;;H: BSB München, Autogr., Gregorovius, Ferdinand, 14;BK, 2 S.;
;;UN;Ferdinand Gregorovius;;Mathilde von Humboldt;;München;Rom;high;1882-02-24;;;;;;H: Biblioteka Jagiellońska Krakau;PK, 1 S. ;
;ed_slr_mxl_mpb;ED;Ferdinand Gregorovius;;Quintino Sella;;München;Biella;high;1882-02-24;;;;;;H: Biella, Fondazione Sella, fondo Quinino Sella, Serie Accademia dei Lincei;1 Bl., 8°, 1 ¼ S.;
n;;UN;Ferdinand Gregorovius;;Georg Graf von Werthern-Beichlingen;;München;München;high;1882-02-24;;;;;;H: BSB München, NL Gregorovius, Gregoroviusiana 20, Werthern, Georg von, 2;1 Bl., 8°, 1 S.;
n;;UN;Ferdinand Gregorovius;;Hermann von Thile;;München;Berlin;high;1882-02-26;;;;;;H: GSA Weimar, 96/937, 62;1 Dbl., 8°, 4 S.;Briefe von Ferdinand Gregorovius an den Staatssekretär Hermann von Thile. Hrsg. von Herman von Petersdorff. Berlin 1894. S. 130–131 (gekürzt)
n;;UN;Ferdinand Gregorovius;;Conte Giovanni Gozzadini;;Rom;Bologna;high;1882-03-02;;;;;;h: Bologna, Biblioteca dell’Archiginnasio, Ms. Gozzadini 442, 43;1 Dbl., ¾ S.;
n;ed_ctp_tyb_54b;ED;Ferdinand Gregorovius;;Julius Gregorovius;Ottilie Elgnowski;Rom;München;high;1882-03-02;;;;;;H: BSB München, NL Gregorovius, Gregoroviusiana 20, Elgnowski, Ottilie, 28;1 Dbl., 8°, 4 S.;
n;ed_byx_rgd_jpb;ED;Ferdinand Gregorovius;;Julius Gregorovius;Ottilie Elgnowski;Neapel;München;high;;1882-03-03;1882-03-04;;;;H: BSB München, NL Gregorovius, Gregoroviusiana 20, Elgnowski, Ottilie, 29;1 Dbl., 8°, 3 ½ S.;
n;ed_dsj_ywl_v4b;ED;Ferdinand Gregorovius;;Julius Gregorovius;Ottilie Elgnowski;Kairo;München;high;1882-03-11;;;;;;H: BSB München, NL Gregorovius, Gregoroviusiana 20, Elgnowski, Ottilie, 31;1 Dbl., 1 Bl., 8°, 6 S.;
n;ed_gmf_zbm_mpb;ED;Ferdinand Gregorovius;;Raffaele Mariano;;Kairo;Rom;high;1882-03-13;;;;;;H: Florenz, Privatarchiv Anrep;PK, 1 S. ;
n;ed_kxd_gjm_mpb;ED;Ferdinand Gregorovius;;Raffaele Mariano;;Kairo;Rom;high;1882-03-17;;;;;;H: Florenz, Privatarchiv Anrep;1 Dbl., 12°, 4 S.;
n;;UN;Ferdinand Gregorovius;;Julius Gregorovius;;Port Said;München;high;1882-03-20;;;;;;H: BSB München, NL Gregorovius, Gregoroviusiana 20, Elgnowski, Ottilie, 33;PK, 1 S.;
n;ed_xts_mw5_y4b;ED;Ferdinand Gregorovius;;Julius Gregorovius;Ottilie Elgnowski;Jerusalem;München;high;1882-03-23;;;;;;H: BSB München, NL Gregorovius, Gregoroviusiana 20, Elgnowski, Ottilie, 34;1 Dbl., 1 Bl., 8°, 6 S.;
n;;UN;Ferdinand Gregorovius;;Hermann Elgnowski;;Jerusalem;Königsberg;high;1882-03-28;;;;;;H: BSB München, NL Gregorovius, Gregoroviusiana 20, Elgnowski, Hermann, 1;1 Dbl., 8°, 4 S.;
n;;UN;Ferdinand Gregorovius;;Wolfgang Erhardt;;Jerusalem;Rom;high;1882-03-28;;;;;;H: BSB München, Autogr., Gregorovius, Ferdinand, 39, 3;PK, 1 S.;
n;;UN;Ferdinand Gregorovius;;Julius Gregorovius;Ottilie Elgnowski;Jerusalem;München;high;1882-03-28;;;;;;H: BSB München, NL Gregorovius, Gregoroviusiana 20, Elgnowski, Ottilie, 35;1 Dbl., 1 Bl., 8°, 6 S.;
n;;UN;Ferdinand Gregorovius;;Wilhelm Heyd;;Jerusalem;Stuttgart;high;1882-03-29;;;;;;H: DLA Marbach, Handschriftenabteilung, B: Gregorovius, Ferdinand, 20953;VK, 1 S.;
n;ed_j1s_nvq_2nb;ED;Ferdinand Gregorovius;;Contessa Ersilia Caetani Lovatelli;;Jerusalem;Rom;high;1882-03-29;;;;;;;;Ferdinand Gregorovius und seine Briefe an Gräfin Ersilia Caetani Lovatelli. Hrsg. von Sigmund Münz. Berlin 1896. S. 110–111
n;;UN;Ferdinand Gregorovius;;Franz Rühl;;Jerusalem;Königsberg;high;1882-03-29;;;;;;H: Universitäts- und Landesbibliothek Bonn, NL Franz Rühl, S 2606, 56;PK, 1 S.;Johannes Hönig: Ferdinand Gregorovius der Geschichtschreiber der Stadt Rom. Stuttgart, Berlin 1921. S. 468
n;;UN;Ferdinand Gregorovius;;Hermann von Thile;;Jerusalem;Berlin;high;1882-03-31;;;;;;H: GSA Weimar, 96/937, 63;2 Dbl., 8°, 8 S.;Briefe von Ferdinand Gregorovius an den Staatssekretär Hermann von Thile. Hrsg. von Herman von Petersdorff. Berlin 1894. S. 131–134 (leicht gekürzt)
n;;UN;Ferdinand Gregorovius;;Mathilde von Humboldt;;Jerusalem;Rom;high;1882-04-01;;;;;;H: Biblioteka Jagiellońska Krakau;1 Dbl., 12°, 4 S.;
n;;UN;Ferdinand Gregorovius;;Elisabeth Lockburg;;Jerusalem;Rom;high;1882-04-01;;;;;;H: DLA Marbach, Handschriftenabteiung, B: Gregorovius, Ferdinand, 74.347;1 Dbl., 12°, 4 S.;
n;ed_ylb_32s_mpb;ED;Ferdinand Gregorovius;;Raffaele Mariano;;Jaffa;Rom;high;;1882-04-04;1882-04-05;;;;H: Florenz, Privatarchiv Anrep;1 Dbl., 8°, 4 S.;
n;ed_i1y_qwv_kpb;ED;Ferdinand Gregorovius;;Julius Gregorovius;Ottilie Elgnowski;Beirut;München;high;1882-04-05;;;;;;H: BSB München, NL Gregorovius, Gregoroviusiana 20, Elgnowski, Ottilie, 36;1 Dbl., 8°, 4 S.;
n;;UN;Victor Graf von Waldenburg;;Ferdinand Gregorovius;;Dresden;Damaskus;high;1882-04-09;;;;;;H: BSB München, NL Gregorovius, Gregoroviusiana 21, Waldenburg;2 Dbl., 8°, 8 S.;
n;ed_f3h_1lb_bpb;ED;Ferdinand Gregorovius;;Julius Gregorovius;Ottilie Elgnowski;Smyrna;München;high;1882-04-16;;;;;;H: BSB München, NL Gregorovius, Gregoroviusiana 20, Elgnowski, Ottilie, 38;1 Dbl., 8°, 4 S.;
n;ed_cmm_blx_bpb;ED;Ferdinand Gregorovius;;Wolfgang Erhardt;Karl Lindemann-Frommel, Raffaele Mariano;Konstantinopel;Rom;high;1882-04-24;;;;;;H: Florenz, Privatarchiv Anrep;1 Dbl., 8°, 4 S.;
n;;UN;Ferdinand Gregorovius;;Raffaele Mariano;;Konstantinopel;Rom;high;1882-04-28;;;;;;H: Florenz, Privatarchiv Anrep;PK, 1 S.;
n;;UN;Ferdinand Gregorovius;;Hermann Elgnowski;;Konstantinopel;Königsberg;high;1882-05-02;;;;;;H: BSB München, NL Gregorovius, Gregoroviusiana 20, Elgnowski, Hermann, 2;1 Dbl., 12°, 4 S.;
n;;UN;Ferdinand Gregorovius;;Emma Ross;;Athen;Athen;high;1882-05-08;;;;;;H: Schleswig-Holsteinische Landesbibliothek Kiel, NL Ludwig Roß, Cb 42.55:01, 17, 01-5;1 Bl., 8°, 1 S. + Umschlag ;
n;;UN;Ferdinand Gregorovius;;Emma Ross;;Athen;Athen;high;1882-05-09;;;;;;H: Schleswig-Holsteinische Landesbibliothek Kiel, NL Ludwig Roß, Cb 42.55:01, 17, 01-5;VK, 1 ¼ S. + Umschlag ;
;;UN;Conte Giovanni Gozzadini;;Ferdinand Gregorovius;;Bologna;Athen;high;1882-05-11;;;;;;K: Bologna, Biblioteca dell’Archiginnasio, Fondo Carte Gozzadini e da Schio, busta 19, fasc. 42, 6;1 Bl., 8°, 1 S.;
;ed_wsf_nnf_dpb;ED;Ferdinand Gregorovius;;Julius Gregorovius;;Korfu;München;high;;1882-05-13;1882-05-15;;;;H: BSB München, NL Gregorovius, Gregoroviusiana 20, Elgnowski, Julius, 8;1 Dbl., 8°, 4 S.;
n;ed_y2c_41t_mpb;ED;Ferdinand Gregorovius;;Raffaele Mariano;;Albano;Rom;high;1882-05-24;;;;;;H: Florenz, Privatarchiv Anrep;1 Dbl., 12°, 2 ½ S. ;
n;ed_x2q_2lt_mpb;ED;Ferdinand Gregorovius;;Michele Amari;;Rom;Rom;high;1882-05-30;;;;;;H: Palermo, Biblioteca Centrale della Regione siciliana, Carteggio Amari, XI, 3905;1 Bl., 8°, 2 S.;
;;UN;Ferdinand Gregorovius;;Emma Ross;;Rom;Rom;low;;;;1882-05-20;;FERDINAND GREGOROVIUS / Via Gregoriana 44;H: Schleswig-Holsteinische Landesbibliothek Kiel, Cb 42.55:01,17:01-05;VK, Anschrift eigenh.;
n;;UN;Ferdinand Gregorovius;;Emma Ross;;Rom;Rom;high;1882-06-02;;;;;;H: Schleswig-Holsteinische Landesbibliothek Kiel, NL Ludwig Roß, Cb 42.55:01, 17, 01-5;BK, 2 S.;
;;UN;Ferdinand Gregorovius;;Conte Giovanni Gozzadini;;Rom;Bologna;high;1882-06-02;;;;;;h: Bologna, Biblioteca dell’Archiginnasio, Ms. Gozzadini 442, 44;1 Dbl., 1 ¾ S. (1r, 2r);
;ed_eds_rv3_35b;ED;Ferdinand Gregorovius;;Ruggiero Bonghi;;Rom;Rom;high;1882-06-03;;;;;;H: Archivio di Stato di Napoli, Archivio privato Ruggiero Bonghi, busta 8, lettera G, 367;1 Bl., 8°, 1 S.;
;;UN;Emanuele Pes di Villamarina ;;Ferdinand Gregorovius;;Rom;Rom;high;1882-06-06;;;;;;H: BSB München, NL Gregorovius, Gregoroviusiana 21, Villamarina, Emanuele, 2;1 Dbl., 8°, 1 S.;
n;;UN;Ferdinand Gregorovius;;Hermann von Thile;;Rom;Berlin;high;1882-06-07;;;;;;H: GSA Weimar, 96/937, 64;1 Dbl., 1 Bl., 8°, 5 ¼ S.;Briefe von Ferdinand Gregorovius an den Staatssekretär Hermann von Thile. Hrsg. von Herman von Petersdorff. Berlin 1894. S. 134–137 (gekürzt)
;;UN;Ferdinand Gregorovius;;Eduard Brockhaus;;München;Leipzig;high;1882-06-16;;;;;;H: Sächsisches Staatsarchiv Leipzig, Bestand 21083, Archivalnummer 224, 253;1 Dbl., 8°, 1 S.;
n;;UN;Ferdinand Gregorovius;;J. G. Cotta’sche Buchhandlung;;München;Stuttgart;high;1882-06-16;;;;;;H: DLA Marbach, Cotta-Archiv, Cotta-Briefe, 360;1 Bl., 8°, ½ S. ;
n;;UN;Ferdinand Gregorovius;;Hermann Elgnowski;;München;Königsberg;high;1882-06-24;;;;;;H: BSB München, NL Gregorovius, Gregoroviusiana 20, Elgnowski, Hermann, 3;1 Bl., 8°, 2 S.;
n;;UN;Kurd von Schlözer;;Ferdinand Gregorovius;;Rom;München;high;1882-07-06;;;;;;H: BSB München, NL Gregorovius, Gregoroviusiana 21, Schlözer, Kurd von, 2;1 Dbl., 8°, 2 ¾ S.;
n;ed_qcf_cmf_fpb;ED;Ferdinand Gregorovius;;Jean Bourdeau;;München;Paris;high;1882-07-09;;;;;;H: BSB München, Autogr., Gregorovius, Ferdinand, 27, 3;1 Dbl., 1 Bl., 8°, 5 S.;
n;;UN;Ferdinand Gregorovius;;Hermann von Thile;;München;Berlin;high;1882-07-09;;;;;;H: GSA Weimar, 96/937, 65;1 Dbl., 8°, 3 ¾ S.;Briefe von Ferdinand Gregorovius an den Staatssekretär Hermann von Thile. Hrsg. von Herman von Petersdorff. Berlin 1894. S. 137 (gekürzt)
;;UN;Ferdinand Gregorovius;;Carl Freiherr Cotta von Cottendorf;;München;Stuttgart;high;1882-07-12;;;;;;H: DLA Marbach, Cotta-Archiv, Cotta-Briefe, Menger, Carl, 2 (bei Carl Menger an Carl Freiherr Cotta von Cottendorf, 8.7.1882);1 Dbl., 4°, 2 S.;
n;ed_jfh_jqt_mpb;ED;Ferdinand Gregorovius;;Raffaele Mariano;;München;Audern;high;1882-07-13;;;;;;H: Florenz, Privatarchiv Anrep;1 Dbl., 8°, 4 S.;
n;;UN;Ferdinand Gregorovius;;Eduard Brockhaus;;München;Leipzig;high;1882-07-16;;;;;;H: Sächsisches Staatsarchiv Leipzig, Bestand 21083, Archivalnummer 224, 254;1 Dbl., 8°, 4 S.;
n;;UN;Ferdinand Gregorovius;;Rudolf von Gottschall;;München;Leipzig;high;1882-07-16;;;;;;H: Sächsisches Staatsarchiv Leipzig, Bestand 21083, Archivalnummer 224, 255;BK, 2 S.;
n;;UN;Ferdinand Gregorovius;;Eduard Brockhaus;;München;Leipzig;high;1882-07-20;;;;;;H: Sächsisches Staatsarchiv Leipzig, Bestand 21083, Archivalnummer 224, 256;1 Dbl., 8°, 3 ½ S.;
;;UN;Ferdinand Gregorovius;;Julius Grosse;;München;Weimar;high;1882-07-23;;;;;[…] Ich habe Ihr wertes Schreiben über Rom erhalten, und ersehe daraus, daß ich Ihnen vor Jahren eine Zusage in Betreff von Beiträgen für Ihre Revue gemacht habe.;H: Antiquariat INLIBRIS (Stand August 2021);1 Dbl., 8°, 3 S.;Antiquariat INLIBRIS (Auszug)
n;ed_oqv_5zt_mpb;ED;Ferdinand Gregorovius;;Contessa Ersilia Caetani Lovatelli;;München;Rom;high;1882-07-23;;;;;;;;Ferdinand Gregorovius und seine Briefe an Gräfin Ersilia Caetani Lovatelli. Hrsg. von Sigmund Münz. Berlin 1896. S. 111–112
n;;UN;Ferdinand Gregorovius;;Franz Rühl;;München;Königsberg;high;1882-07-27;;;;;;H: Universitäts- und Landesbibliothek Bonn, NL Franz Rühl, S 2606, 57;BK, 2 S.;Johannes Hönig: Ferdinand Gregorovius der Geschichtschreiber der Stadt Rom. Stuttgart, Berlin 1921. S. 468–469
n;;UN;Ferdinand Gregorovius;;J. G. Cotta’sche Buchhandlung;;München;Stuttgart;high;1882-07-30;;;;;;H: DLA Marbach, Cotta-Archiv, Cotta-Briefe, 361;1 Bl., 8°, 1 ¼ S.;Johannes Hönig: Ferdinand Gregorovius der Geschichtschreiber der Stadt Rom. Stuttgart, Berlin 1921. S. 469–470
n;;UN;J. G. Cotta’sche Buchhandlung;;Ferdinand Gregorovius;;Stuttgart;München;high;1882-07-31;;;;;;h: DLA Marbach, Cotta-Archiv, Autorencopirbuch II, 151;;
n;;UN;Ferdinand Gregorovius;;Eduard Brockhaus;;München;Leipzig;high;1882-08-03;;;;;;H: Sächsisches Staatsarchiv Leipzig, Bestand 21083, Archivalnummer 224, 257;BK, 2 S. ;
n;;UN;Ferdinand Gregorovius;;Mathilde von Humboldt;;München;Ottmachau;high;1882-08-06;;;;;;H: Biblioteka Jagiellońska Krakau;BK, 2 S. ;
n;;UN;Ferdinand Gregorovius;;Jean Bourdeau;;München;Paris;high;1882-08-08;;;;;;H: BSB München, Autogr., Gregorovius, Ferdinand, 28, 4;1 Dbl., 8°, 3 S.;
;;UN;Conte Giovanni Gozzadini;;Ferdinand Gregorovius;;Bologna;Traunstein;high;1882-08-19;;;;;;K: Bologna, Biblioteca dell’Archiginnasio, Fondo Carte Gozzadini e da Schio, busta 19, fasc. 42, 7;1 Bl., 8°, 1 ¾ S.;
n;ed_ovw_l25_mpb;ED;Ferdinand Gregorovius;;Contessa Ersilia Caetani Lovatelli;;Traunstein;Neapel;high;1882-09-01;;;;;;;;Ferdinand Gregorovius und seine Briefe an Gräfin Ersilia Caetani Lovatelli. Hrsg. von Sigmund Münz. Berlin 1896. S. 113–114
;;UN;Conte Giovanni Gozzadini;;Ferdinand Gregorovius;;Bologna;München;high;1882-09-08;;;;;;K: Bologna, Biblioteca dell’Archiginnasio, Fondo Carte Gozzadini e da Schio, busta 19, fasc. 42, 8;1 Bl., 8°-schmal, 1 ¼ S.;
;ed_bj5_5j5_mpb;ED;Ferdinand Gregorovius;;Raffaele Mariano;;München;Baden-Baden;high;1882-09-13;;;;;;H: Florenz, Privatarchiv Anrep;1 Dbl., 8°, 3 ¾ S. ;
n;ed_gp2_bjj_4pb;ED;Ferdinand Gregorovius;;Conte Giovanni Gozzadini;;München;Bologna;high;1882-09-14;;;;;;h: Bologna, Biblioteca dell’Archiginnasio, Ms. Gozzadini 442, 45;1 Dbl., 2 S. (1r, 2r);
n;;UN;Ferdinand Gregorovius;;Eduard Brockhaus;;München;Leipzig;high;1882-10-01;;;;;;H: Sächsisches Staatsarchiv Leipzig, Bestand 21083, Archivalnummer 224, 258;1 Dbl., 8°, 1 ½ S.;
;;UN;Conte Giovanni Gozzadini;;Ferdinand Gregorovius;;Bologna;München;high;1882-10-02;;;;;;K: Bologna, Biblioteca dell’Archiginnasio, Fondo Carte Gozzadini e da Schio, busta 19, fasc. 42, 9;1 Bl., 8°-schmal, 1 ¼ S.;
n;;UN;Contessa Ersilia Caetani Lovatelli;;Ferdinand Gregorovius;;Rom;München;high;1882-10-03;;;;;;H: BSB München, NL Gregorovius, Gregoroviusiana 21, Caetani-Lovatelli, Ersilia, 2;1 Dbl., 8°, 2 ¼ S. ;
n;;UN;Ferdinand Gregorovius;;Contessa Ersilia Caetani Lovatelli;;München;Rom;high;1882-10-08;;;;;;;;Ferdinand Gregorovius und seine Briefe an Gräfin Ersilia Caetani Lovatelli. Hrsg. von Sigmund Münz. Berlin 1896. S. 115–116
n;;UN;Ferdinand Gregorovius;;Hans von Zwiedineck-Südenhorst;;München;Graz;high;1882-10-14;;;;;;H: DLA Marbach, Cotta-Archiv, Cotta-Briefe, 362;1 Bl., 8°, 1 ½ S.;Johannes Hönig: Ferdinand Gregorovius der Geschichtschreiber der Stadt Rom. Stuttgart, Berlin 1921. S. 470
n;;UN;Ferdinand Gregorovius;;Mathilde von Humboldt;;München;Ottmachau;high;1882-11-02;;;;;;H: Biblioteka Jagiellońska Krakau;1 Dbl., 12°, 3 ¾ S.;
n;;UN;Ferdinand Gregorovius;;J. G. Cotta’sche Buchhandlung;;München;Stuttgart;high;1882-11-14;;;;;;H: DLA Marbach, Cotta-Archiv, Cotta-Briefe, 363;BK, 1 S.;
n;;UN;Ferdinand Gregorovius;;Rudolf von Gottschall;;München;Leipzig;high;1882-11-18;;;;;;H: Sächsisches Staatsarchiv Leipzig, Bestand 21083, Archivalnummer 224, 259;PK, ½ S. ;
n;ed_lz1_3g4_fpb;ED;Ferdinand Gregorovius;;Mathilde von Humboldt;;München;Ottmachau;high;1882-11-18;;;;;;H: Biblioteka Jagiellońska Krakau;1 Dbl., 8°, 4 S.;
n;;UN;Ferdinand Gregorovius;;Raffaele Mariano;;München;Rom;high;1882-11-18;;;;;;H: Florenz, Privatarchiv Anrep;1 Dbl., 8°, 4 S.;
n;;UN;Ferdinand Gregorovius;;Eduard Brockhaus;;München;Leipzig;high;1882-11-19;;;;;;H: Sächsisches Staatsarchiv Leipzig, Bestand 21083, Archivalnummer 224, 260;1 Dbl., 8°, 2 ½ S.;
n;;UN;Ferdinand Gregorovius;;Rudolf von Gottschall;;München;Leipzig;high;1882-11-20;;;;;;H: Sächsisches Staatsarchiv Leipzig, Bestand 21083, Archivalnummer 224, 261;1 Dbl., 8°, 1 ½ S.;
n;ed_lmx_bs5_fpb;ED;Ferdinand Gregorovius;;Jean Bourdeau;;München;Paris;high;1882-11-26;;;;;;H: BSB München, Autogr., Gregorovius, Ferdinand, 29, 5;1 Dbl., 8°, 4 S.;
n;;UN;Ferdinand Gregorovius;;Wilhelm Henzen;;München;Rom;high;1882-11-26;;;;;;H: Deutsches Archäologisches Institut Rom, A-II-GreF-HenW-003;1 Dbl., 8°, 4 S.;
;;UN;Paul Lindau;;Ferdinand Gregorovius;;Berlin;München;high;1882-11-29;;;;;;H: BSB München, NL Gregorovius, Gregoroviusiana 21, Lindau, Paul;1 Dbl., 8°, 2 ½ S.;
n;;UN;Ferdinand Gregorovius;;Raffaele Mariano;;München;Rom;high;1882-12-03;;;;;;H: Florenz, Privatarchiv Anrep;BK, 2 S.;
;;UN;Conte Giovanni Gozzadini;;Ferdinand Gregorovius;;Bologna;München;high;1882-12-04;;;;;;K: Bologna, Biblioteca dell’Archiginnasio, Fondo Carte Gozzadini e da Schio, busta 19, fasc. 42, 10;1 Bl., 8°, 1 ¼ S.;
n;;UN;Ferdinand Gregorovius;;Conte Giovanni Gozzadini;;München;Bologna;high;1882-12-04;;;;;;h: Bologna, Biblioteca dell’Archiginnasio, Ms. Gozzadini 442;1 Dbl., 1 S.;
n;ed_mnb_smw_gpb;ED;Ferdinand Gregorovius;;Franz Rühl;;München;Königsberg;high;1882-12-08;;;;;;H: Universitäts- und Landesbibliothek Bonn, NL Franz Rühl, S 2606, 58;1 Dbl., 8°, 4 S.;Johannes Hönig: Ferdinand Gregorovius der Geschichtschreiber der Stadt Rom. Stuttgart, Berlin 1921. S. 470–472
n;;UN;Ferdinand Gregorovius;;Charlotte Klumpp;;München;Meran;high;1882-12-10;;;;;;H: DLA Marbach, Handschriftenabteilung, B: Gregorovius, Ferdinand, 12.104.1;1 Dbl., 8°, 4 S.;
n;;UN;Ferdinand Gregorovius;;Eduard Brockhaus;;München;Leipzig;high;1882-12-13;;;;;;H: Sächsisches Staatsarchiv Leipzig, Bestand 21083, Archivalnummer 224, 262;1 Dbl., 8°, 1 S.;
;ed_r43_yyq_gpb;ED;Ferdinand Gregorovius;;Wolfgang Erhardt;;München;Rom;high;1882-12-14;;;;;;H: Murnau am Staffelsee, Privatbesitz Familie Peter Freude (derzeit nicht nachweisbar);;
;;UN;Conte Giovanni Gozzadini;;Ferdinand Gregorovius;;Bologna;München;high;1882-12-18;;;;;;K: Bologna, Biblioteca dell’Archiginnasio, Fondo Carte Gozzadini e da Schio, busta 19, fasc. 42, 11;1 Bl., 8°-schmal, 1 S.;
;;UN;Ferdinand Gregorovius;;Theodor Ackermann;;München;München;high;1882-12-18;;;;;Beikommend stelle ich, geehrter Herr, die mir von Herrn Naue gebrachten Cataloge der Sammlung Morbio zurück;H: Los Angeles (CA), University of Southern California, Lion Feuchtwanger papers, Collection 0204, Box O1, 167386;BK, 2 S.;
;;UN;Ferdinand Gregorovius;;Eduard Brockhaus;;München;Leipzig;high;1882-12-22;;;;;;H: Sächsisches Staatsarchiv Leipzig, Bestand 21083, Archivalnummer 224, 263;1 Dbl., 8°, 2 ½ S.;
n;;UN;Ferdinand Gregorovius;;Heinrich Heidenheimer;;München;Darmstadt;high;1882-12-23;;;;;;H: Stadtbibliothek Mainz, Autogr. Gregorovius, 2;2 Bl., 8°, 3 S.;
n;G000411;ED;Ferdinand Gregorovius;;Giovanni Battista De Rossi;;München;Rom;high;1882-12-24;;;;;;H: Rom, Biblioteca Apostolica Vaticana, Vat. Lat. 14268, Carteggio Giovanni Battista De Rossi 1882, fol. 291–292, Nr. 635;1 Dbl., 8°, 3 ½ S.;
;;UN;Ferdinand Gregorovius;;Hermann von Thile;;München;Berlin;high;1882-12-24;;;;;;H: GSA Weimar, 96/937, 66;1 Dbl., 8°, 4 S.;Briefe von Ferdinand Gregorovius an den Staatssekretär Hermann von Thile. Hrsg. von Herman von Petersdorff. Berlin 1894. S. 137–139 (gekürzt)
n;ed_xqf_zzv_54b;ED;Ferdinand Gregorovius;;Contessa Ersilia Caetani Lovatelli;;München;Rom;high;1882-12-26;;;;;;;;Ferdinand Gregorovius und seine Briefe an Gräfin Ersilia Caetani Lovatelli. Hrsg. von Sigmund Münz. Berlin 1896. S. 117–118
;ed_xhw_14j_4pb;ED;Ferdinand Gregorovius;;Conte Onorato Caetani;;München;Rom;high;1882-12-26;;;;;;H: Rom, Fondazione Camillo Caetani, Archivio Gentilizio Caetani di Sermoneta, Fondo Caetani contemporanei;1 Dbl., 8°, 2 ½ S.;
;;UN;Ferdinand Gregorovius;;Cesare Foucard;;München;Modena;high;1882-12-26;;;;;;H: Biblioteca Nazionale Centrale di Firenze, Fondo Foucard;1 Dbl., 8°, 3 ¾ S.;
n;;UN;Ferdinand Gregorovius;;Mathilde von Humboldt;;München;Rom;high;1882-12-27;;;;;;H: Biblioteka Jagiellońska Krakau;BK, 2 S. ;
n;ed_v35_5dy_gpb;ED;Ferdinand Gregorovius;;Eduard Brockhaus;;München;Leipzig;high;1882-12-31;;;;;;H: Sächsisches Staatsarchiv Leipzig, Bestand 21083, Archivalnummer 224, 264;1 Dbl., 8°, 4 S. ;
n;;UN;Ferdinand Gregorovius;;Alfred von Reumont;;München;Burtscheid;high;1882-12-31;;;;;;H: Universitäts- und Landesbibliothek Bonn, NL Reumont, S 1061, 298b;BK, 2 S. ;
n;;UN;Ferdinand Gregorovius;;Josephine von Kaulbach;;München;München;low;1883-00-00;;;;;Empfangen Sie, verehrte Frau, meine herzlichsten Wünsche;H: BSB München, Cgm 7237, 27;BK, 1 S.;
;;UN;Ferdinand Gregorovius;;Giovanni Battista De Rossi;;Rom;Rom;low;;;;1883-03-07;1883-06-08;Illustre Signor Giamb. De Rossi, a che ora vorrebbe Ella permettermi di farle una visita in casa sua?;H: Rom, Biblioteca Apostolica Vaticana, Vat. Lat. 14270, Carteggio Giovanni Battista De Rossi 1883, fol. 325, Nr. 838;VK, 1 S.;
n;;UN;Ferdinand Gregorovius;;J. G. Cotta’sche Buchhandlung;;München;Stuttgart;high;1883-01-03;;;;;;H: DLA Marbach, Cotta-Archiv, Cotta-Briefe, 364;BK, 1 S. ;
n;;UN;Moritz Wagner;;Ferdinand Gregorovius;;München;München;high;1883-01-05;;;;;;H: BSB München, NL Gregorovius, Gregoroviusiana 21, Wagner, Moritz, 2;1 Bl., 8°, 1 ¾ S.;
n;ed_ehf_kzl_cqb;ED;Ferdinand Gregorovius;;Wilhelm Henzen;;München;Rom;high;1883-01-07;;;;;;H: Deutsches Archäologisches Institut Rom, A-II-GreF-HenW-004;1 Dbl., 8°, 4 S.;
n;ed_mg3_wqt_cqb;ED;Ferdinand Gregorovius;;Alfred von Reumont;;München;Burtscheid;high;1883-01-07;;;;;;H: Universitäts- und Landesbibliothek Bonn, NL Reumont, S 1061, 298c;1 Dbl., 8°, 4 S. ;
n;;UN;Ferdinand Gregorovius;;F. A. Brockhaus Verlag;;München;Leipzig;high;1883-01-13;;;;;;H: Sächsisches Staatsarchiv Leipzig, Bestand 21083, Archivalnummer 224, 265;1 Dbl., 12°, 1 S.;
n;;UN;Ferdinand Gregorovius;;Eduard Brockhaus;;München;Leipzig;high;1883-01-14;;;;;;H: Sächsisches Staatsarchiv Leipzig, Bestand 21083, Archivalnummer 224, 266;1 Dbl., 8°, 1 ¼ S.;
